,Page,Texte
225,172,"172
tact pour toutes choses  ; ce qui demontre clairement que
c’est un sens sans noblesse. Nous goutons, par exemple, de
nouveau Homere : peut-etre notre progres le plus heureux
est-il de gouter Homere, ce que les hommes d’une culture
noble (par exemple les Francais du dix-septieme siecle,
comme Saint-Evremont, qui lui reproche l’esprit vaste, et
meme leur dernier echo Voltaire) ne peuvent et ne
pouvaient faire aussi facilement,  ce qu’ils osaient a peine
se permettre. L’affirmation et la negation tres precises de
leur sens, leur degout tres prompt, leur reserve froide au
sujet de tout ce qui est etranger, leur horreur du mauvais
gout, meme de celui d’une vive curiosite, et, en general, la
mauvaise volonte de toute civilisation noble et qui se suffit
sans vouloir s’avouer un nouveau desir, le mecontentement
de ce qu’on possede, l’admiration de l’etranger : tout cela
les preoccupe et les predispose a etre defavorables meme
aux meilleures choses du monde, quand elles ne sont pas
leur propre et ne pourraient leur servir de proie,  et aucun
sens n’est plus incomprehensible pour de tels hommes que
precisement 
le 
sens 
historique 
et 
sa 
basse 
curiosite
plebeienne. Il n’en est pas autrement de Shakespeare, cette
etonnante synthese du gout hispano-mauresque et du gout
saxon dont un vieil Athenien ami d’Eschyle aurait ri aux
larmes s’il ne s’etait pas fache."
226,172,"Il n’en est pas autrement de Shakespeare, cette
etonnante synthese du gout hispano-mauresque et du gout
saxon dont un vieil Athenien ami d’Eschyle aurait ri aux
larmes s’il ne s’etait pas fache. Mais nous acceptons plutot,
avec une secrete familiarite et avec confiance, cette
bigarrure sauvage, ce melange de delicatesse, de grossierete
et de sens artificiel, nous jouissons de Shakespeare, comme
du raffinement de gout le plus piquant qui nous soit reserve
et nous nous laissons aussi peu troubler, par les exhalaisons"
227,173,"173
et l’attouchement rebutant de la populace anglaise ou
s’agite l’art et le gout de Shakespeare, que si nous nous
trouvions sur la Chiaja de Naples, ou, charmes par tous nos
sens, nous suivons notre chemin de plein gre, malgre
l’odeur fetide des quartiers populaires qui flotte dans l’air.
Nous autres hommes du   sens historique  , nous avons
comme tels nos vertus, ce n’est pas contestable. Nous
sommes 
sans 
pretentions, 
desinteresses, 
modestes,
endurants, pleinement capables de nous dominer nous-
memes, pleins d’abandon ; tres reconnaissants, tres patients,
tres accueillants. Avec tout cela nous n’avons peut-etre pas
beaucoup de gout. Avouons-le en fin de compte  : ce qui,
pour nous autres hommes du  sens historique , est le plus
difficile a saisir, a sentir, a gouter, a aimer, ce qui, au fond,
nous trouve prevenus et presque hostiles, c’est precisement
le point de perfection, de maturite derniere dans toute
culture et tout art, la marque propre d’aristocratie dans les
uvres et les hommes, leur aspect de mer unie et de
contentement alcyonien, l’eclat d’or brillant et froid qui
apparait sur toute chose achevee."
228,173,"Avec tout cela nous n’avons peut-etre pas
beaucoup de gout. Avouons-le en fin de compte  : ce qui,
pour nous autres hommes du  sens historique , est le plus
difficile a saisir, a sentir, a gouter, a aimer, ce qui, au fond,
nous trouve prevenus et presque hostiles, c’est precisement
le point de perfection, de maturite derniere dans toute
culture et tout art, la marque propre d’aristocratie dans les
uvres et les hommes, leur aspect de mer unie et de
contentement alcyonien, l’eclat d’or brillant et froid qui
apparait sur toute chose achevee. Peut-etre cette grande
vertu 
du 
sens 
historique 
est-elle 
necessairement 
en
opposition avec le bon gout, ou tout au moins avec le
meilleur gout, et ne pouvons-nous evoquer en nous que
maladroitement, avec hesitation et contrainte, ces coups de
hasard heureux, courts et brillants, ces transfigurations de la
vie humaine qui petillent un moment ca et la, ces instants
merveilleux ou une grande force s’arretait volontairement
devant l’incommensurable et l’infini  ou l’on jouissait
d’une exuberance de joie delicate, comme si l’on etait"
229,174,"174
dompte et petrifie,  immobilise sur un sol encore
tremblant. La mesure nous est etrangere, convenons-en  ;
notre joie secrete est precisement celle de l’infini, de
l’immense. 
Semblables 
au 
cavalier 
sur 
son 
coursier
haletant, nous laissons tomber les renes devant l’infini, nous
autres hommes modernes, demi-barbares que nous sommes,
 et nous ne sommes au comble de notre felicite que
lorsque nous courons  le plus grand danger.
225.
Hedonisme, Pessimisme, Utilitarisme, Eudemonisme  :
toutes ces manieres de penser qui mesurent la valeur des
choses selon le plaisir et la peine qu’elles nous procurent,
c’est-a-dire d’apres des circonstances accessoires, des
details secondaires, sont des evaluations de premier plan,
des naivetes sur lesquelles quiconque a conscience de ses
forces creatrices et de ses capacites artistiques ne pourrait
jeter les yeux sans dedain ni meme sans pitie. Pitie pour
vous  ! ce n’est pas, sans doute, la pitie comme vous
l’entendez : ce n’est pas la pitie pour la  misere  sociale,
pour la  societe , ses malades et ses victimes, pour ceux
qui sont vicieux et vaincus des l’origine, et qui gisent autour
de nous, brises  ; c’est encore moins la pitie pour ces
couches 
sociales 
d’esclaves 
murmurants, 
opprimes 
et
rebelles qui tendent tous leurs efforts vers la domination 
qu’ils appellent   liberte  . Notre pitie est une pitie plus
haute, a l’horizon plus vaste. Nous voyons comment
l’homme s’amoindrit, comment vous l’amoindrissez !  et
il y a des moments ou nous regardons votre compassion"
230,175,"175
avec une angoisse indescriptible, ou nous nous tournons
contre cette pitie, ou nous trouvons votre serieux plus
perilleux que n’importe quelle legerete. Vous voulez, si
possible  et il n’existe pas de  possible  plus insense,
 supprimer la souffrance  ; et nous  ?  il semble que
nous voulions plutot la rendre plus intense encore et plus
cruelle que jamais ! Le bien-etre, comme vous l’entendez
 ce n’est pas un but a nos yeux, mais une fin ! Un etat qui
aussitot rend l’homme risible et meprisable  qui fait
desirer sa disparition ! La discipline de la souffrance, de la
grande souffrance  ne savez-vous pas que c’est cette
discipline seule qui, jusqu’ici, a porte l’homme aux grandes
hauteurs ? Cette tension de l’ame dans le malheur, qui lui
inculque la force, les fremissements de l’ame a la vue des
grands cataclysmes, son ingeniosite et son courage a
supporter, a braver, a interpreter, a mettre a profit le
malheur et tout ce qu’elle a jamais possede en fait de
profondeur, de mystere, de masque, d’esprit, de ruse, de
grandeur. N’est-ce pas au milieu de la souffrance, sous la
discipline de la grande souffrance que tout cela lui a ete
donne ? En l’homme sont reunis creature et createur : en
l’homme, il y a la matiere, le fragment, l’exuberance, le
limon, la boue, la folie, le chaos ; mais en l’homme il y a
aussi le createur, le sculpteur, la durete du marteau, la
contemplation divine du septieme jour. Comprenez-vous
cette antithese ?"
231,175,"N’est-ce pas au milieu de la souffrance, sous la
discipline de la grande souffrance que tout cela lui a ete
donne ? En l’homme sont reunis creature et createur : en
l’homme, il y a la matiere, le fragment, l’exuberance, le
limon, la boue, la folie, le chaos ; mais en l’homme il y a
aussi le createur, le sculpteur, la durete du marteau, la
contemplation divine du septieme jour. Comprenez-vous
cette antithese ? Comprenez-vous que votre compassion va
a la  creature en l’homme , a ce qui doit etre forme, brise,
forge, dechire, rougi a blanc, epure ?  a ce qui souffrira
necessairement, a ce qui doit souffrir ? Et notre pitie  ne"
232,176,"176
comprenez-vous pas a qui s’adresse notre pitie contraire,
quand elle se tourne contre la votre, comme contre le pire
des amollissements, la plus funeste des faiblesses ?  Donc
compassion contre compassion ! Mais, je le repete, il y a
des problemes plus hauts que tous ces problemes du plaisir,
de la douleur et de la pitie ; et toute philosophie qui borne la
son domaine est une naivete.
226.
NOUS AUTRES IMMORALISTES  !  Ce monde, qui nous
concerne, au milieu duquel nous avons a craindre et a
aimer, ce monde presque imperceptible et invisible, ce
monde du commandement delicat, de l’obeissance delicate,
un monde d’  a peu pres   a tous les points de vue  :
scabreux, captieux, pointilleux, douillet, oui, ce monde est
bien defendu contre les spectateurs grossiers et la curiosite
familiere ! Des liens solides nous tiennent garrottes, nous
portons une camisole de force du devoir et nous ne pouvons
nous en degager. C’est par la que nous sommes  hommes
du devoir , nous aussi ! Parfois, il est vrai, nous dansons
dans nos  chaines  et parmi nos  glaives . Plus souvent,
ajoutons-le, nous grincons des dents et nous nous revoltons
contre toutes les rigueurs secretes de notre destinee. Mais
quoi que nous fassions, les sots et l’apparence sont contre
nous et disent :  Ce sont la des hommes sans devoirs . 
Nous avons toujours les sots et l’apparence contre nous.
227.
La probite, a supposer que la probite soit notre vertu,
celle dont nous ne pouvons nous defaire, nous autres esprits"
233,177,"177
libres  eh bien ! nous voulons y travailler avec toute notre
mechancete et tout notre amour, et nous ne serons jamais
las de nous  perfectionner  dans notre vertu, la seule qui
nous soit restee. Puisse son eclat, comme un crepuscule
dore, bleuatre et moqueur, illuminer quelque temps encore
cette culture vieillissante et son serieux maussade et morne.
Et, si notre probite se sent un jour fatiguee, soupire et s’etire
les membres et nous trouve trop durs et desire etre traitee
avec plus de menagement, d’une maniere plus legere et plus
tendre, comme l’on fait d’un vice agreable  : demeurons
durs, nous autres derniers stoiciens  ! et envoyons a son
secours ce qui reste en nous de diabolique,  notre degout
de la pesanteur et de l’a-peu-pres, notre   nitimur in
vetitum , notre bravoure aventureuse, notre curiosite aigue
et delicate, notre volonte de puissance et de conquete la plus
subtile, la plus deguisee, la plus spirituelle, volonte qui
aspire avidement a tous les domaines de l’avenir et
s’enthousiasme pour eux,  courons a l’aide de notre
 Dieu  avec tous nos  diables  ! Il est probable qu’a
cause de cela on nous meconnaitra, on nous calomniera.
Qu’importe  ! On dira  :   Leur   probite    c’est leur
diablerie, et rien de plus !  Qu’importe ! Et quand meme
aurait-on raison ! Tous les dieux n’etaient-ils pas jusqu’ici
des demons sanctifies et debaptises  ? Et que savons-nous
enfin sur notre propre compte  ? Savons-nous comment
l’esprit qui nous conduit veut etre appele  ?"
234,177,"Il est probable qu’a
cause de cela on nous meconnaitra, on nous calomniera.
Qu’importe  ! On dira  :   Leur   probite    c’est leur
diablerie, et rien de plus !  Qu’importe ! Et quand meme
aurait-on raison ! Tous les dieux n’etaient-ils pas jusqu’ici
des demons sanctifies et debaptises  ? Et que savons-nous
enfin sur notre propre compte  ? Savons-nous comment
l’esprit qui nous conduit veut etre appele  ? (C’est une
affaire de noms.) Et combien d’esprits sont en nous ? Notre
probite, a nous autres esprits libres,  veillons a ce qu’elle
ne devienne pas notre vanite, notre parure et notre vetement"
235,178,"178
de parade, notre borne infranchissable, notre sottise ! Toute
vertu tend a la sottise, toute sottise a la vertu  ;   bete
jusqu’a la saintete , dit-on en Russie,  veillons a ce que
notre probite ne finisse pas par faire de nous des saints et
des ennuyeux ! La vie n’est-elle pas cent fois trop courte
pour qu’on s’y... ennuie ? Il faudrait au moins croire a la
vie eternelle pour   
228.
Qu’on me pardonne si j’ai decouvert que jusqu’ici toute
philosophie morale a ete ennuyeuse et a fait partie des
soporifiques,  comme aussi que rien a mes yeux ne fait
plus de tort a la   vertu   que cet ennui repandu par ses
avocats  ; par quoi je ne veux pas avoir meconnu l’utilite
generale de ces avocats. Il importe beaucoup que ce soit le
plus petit nombre d’hommes possible qui s’occupe de
mediter sur la morale,  il importe donc enormement que
la morale ne finisse pas par devenir interessante  ! Mais
qu’on soit sans crainte ! Il en est aujourd’hui comme il en a
toujours ete : je ne vois personne en Europe qui aurait (ou
donnerait) l’idee que la meditation au sujet de la morale put
etre 
poussee 
jusqu’a 
devenir 
dangereuse, 
insidieuse,
seduisante, 
 
qu’elle 
put 
contenir 
un 
sort nefaste.
Considerez, par exemple, les infatigables et inevitables
utilitaires anglais, comme ils marchent et cheminent (une
comparaison homerique serait plus claire) lourdement et
gravement sur les traces de Bentham, qui lui-meme
marchait sur les traces de l’honorable Helvetius (oh non ! ce
n’etait pas la un homme dangereux, cet Helvetius, ce"
